FileName;Version Name;#Revision;#FixCommit;Size;Churn;MaxChurn;AvgChurn;ChgSetSize;MaxChgSetSize;AvgChgSetSize;Buggy
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerStrategies.java;1;2;0;257;3;3;1.5;522;300;261.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/IdentityJoinable.java;1;3;0;84;4;3;13.333.333.333.333.300;350;300;11.666.666.666.666.600;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ImmutableValueHandler.java;1;1;0;95;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/InValueDiscriminatorStrategy.java;1;3;0;154;17;9;5.666.666.666.666.660;315;300;105.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LRSCollectionFieldStrategy.java;1;1;0;96;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LRSMapFieldStrategy.java;1;1;0;149;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LRSProxyCollection.java;1;2;0;231;1;3;0.5;341;300;170.5;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LRSProxyMap.java;1;4;0;422;1;3;0.25;367;300;91.75;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MapTableFieldStrategy.java;1;2;0;174;2;3;1.0;341;300;170.5;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedBlobFieldStrategy.java;1;2;0;104;3;3;1.5;522;300;261.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedByteArrayFieldStrategy.java;1;2;0;93;3;3;1.5;522;300;261.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedCharArrayFieldStrategy.java;1;2;0;110;3;3;1.5;522;300;261.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedClobFieldStrategy.java;1;2;0;80;3;3;1.5;522;300;261.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedLobFieldStrategy.java;1;2;0;258;3;3;1.5;522;300;261.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/NoneClassStrategy.java;1;1;0;86;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/NoneDiscriminatorStrategy.java;1;1;0;55;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/NoneFieldStrategy.java;1;1;0;51;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/NoneVersionStrategy.java;1;1;0;52;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/NumberVersionStrategy.java;1;1;0;60;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ObjectIdClassStrategy.java;1;1;0;46;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ObjectIdValueHandler.java;1;2;0;81;3;3;1.5;522;300;261.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/PrimitiveFieldStrategy.java;1;3;0;400;4;3;13.333.333.333.333.300;562;300;18.733.333.333.333.300;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/PrimitiveWrapperArrays.java;1;1;0;85;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationCollectionInverseKeyFieldStrategy.java;1;2;0;94;3;3;1.5;341;300;170.5;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationCollectionTableFieldStrategy.java;1;2;0;93;3;3;1.5;341;300;170.5;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationFieldStrategy.java;1;10;0;859;132;107;13.2;621;300;62.1;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationMapInverseKeyFieldStrategy.java;1;2;0;167;3;3;1.5;341;300;170.5;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationMapTableFieldStrategy.java;1;2;0;167;3;3;1.5;341;300;170.5;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationStrategies.java;1;3;1;207;11;8;36.666.666.666.666.600;306;300;102.0;yes
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationToManyInverseKeyFieldStrategy.java;1;6;0;339;31;18;5.166.666.666.666.660;332;300;55.333.333.333.333.300;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationToManyTableFieldStrategy.java;1;2;0;267;3;3;1.5;306;300;153.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/StateComparisonVersionStrategy.java;1;3;0;323;9;4;3.0;310;300;10.333.333.333.333.300;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/StoreCollectionFieldStrategy.java;1;2;0;518;3;3;1.5;341;300;170.5;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/StringFieldStrategy.java;1;3;0;256;3;3;1.0;562;300;18.733.333.333.333.300;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/SubclassJoinDiscriminatorStrategy.java;1;2;0;162;7;4;3.5;308;300;154.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/SuperclassDiscriminatorStrategy.java;1;3;0;69;16;8;5.333.333.333.333.330;317;300;10.566.666.666.666.600;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/SuperclassVersionStrategy.java;1;1;0;48;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/TimestampVersionStrategy.java;1;1;0;43;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/UntypedPCValueHandler.java;1;1;0;119;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ValueMapDiscriminatorStrategy.java;1;2;0;130;4;3;2.0;304;300;152.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/VerticalClassStrategy.java;1;1;0;151;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Column.java;1;3;0;706;4;3;13.333.333.333.333.300;349;300;11.633.333.333.333.300;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ColumnIO.java;1;3;0;302;21;15;7.0;348;300;116.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Constraint.java;1;1;0;185;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DataSourceFactory.java;1;4;0;269;-6;3;-1.5;400;300;100.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DriverDataSource.java;1;3;0;108;47;45;15.666.666.666.666.600;356;300;11.866.666.666.666.600;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DynamicSchemaFactory.java;1;3;0;143;8;5;26.666.666.666.666.600;344;300;11.466.666.666.666.600;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/FileSchemaFactory.java;1;1;0;100;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ForeignKey.java;1;4;0;724;44;40;11.0;359;300;89.75;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Index.java;1;1;0;82;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/LazySchemaFactory.java;1;2;0;190;4;3;2.0;339;300;169.5;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/LocalConstraint.java;1;1;0;184;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/NameSet.java;1;3;0;75;6;3;2.0;383;300;12.766.666.666.666.600;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/PrimaryKey.java;1;1;0;82;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ReferenceCounter.java;1;2;0;39;6;3;3.0;339;300;169.5;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Schema.java;1;3;0;259;4;3;13.333.333.333.333.300;383;300;12.766.666.666.666.600;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaFactory.java;1;1;0;39;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaGenerator.java;1;3;0;934;-7;3;-23.333.333.333.333.300;352;300;11.733.333.333.333.300;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaGroup.java;1;1;0;400;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaParser.java;1;1;0;62;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaSerializer.java;1;1;0;78;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaTool.java;1;6;0;1453;-5;41;-0.8333333333333334;390;300;65.0;yes
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Schemas.java;1;1;0;232;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Sequence.java;1;1;0;206;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SimpleDriverDataSource.java;1;3;0;176;-8;3;-26.666.666.666.666.600;356;300;11.866.666.666.666.600;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Table.java;1;2;0;689;3;3;1.5;339;300;169.5;yes
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/TableSchemaFactory.java;1;1;0;493;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Unique.java;1;1;0;53;3;3;3.0;300;300;300.0;yes
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/XMLSchemaParser.java;1;2;0;602;3;3;1.5;306;300;153.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/XMLSchemaSerializer.java;1;2;0;443;4;3;2.0;344;300;172.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/AbstractDB2Dictionary.java;1;4;0;97;9;4;2.25;304;300;76.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/AbstractResult.java;1;2;0;850;7;4;3.5;307;300;153.5;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/AbstractSQLServerDictionary.java;1;2;0;151;3;3;1.5;301;300;150.5;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/AccessDictionary.java;1;1;0;93;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/CacheDictionary.java;1;1;0;42;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Calendard.java;1;1;0;35;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DB2Dictionary.java;1;26;2;144;270;233;10.384.615.384.615.300;398;300;15.307.692.307.692.300;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java;1;26;2;3746;81;41;31.153.846.153.846.100;513;300;1.973.076.923.076.920;yes
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionaryFactory.java;1;3;0;593;10;6;33.333.333.333.333.300;348;300;116.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DerbyDictionary.java;1;1;0;93;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/EmpressDictionary.java;1;1;0;171;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/FirebirdDictionary.java;1;1;0;58;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/FoxProDictionary.java;1;1;0;159;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/HSQLDictionary.java;1;8;0;313;6;12;0.75;413;300;51.625;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/InformixDictionary.java;1;1;0;253;3;3;3.0;300;300;300.0;yes
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/InterbaseDictionary.java;1;1;0;115;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/JDataStoreDictionary.java;1;1;0;112;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Join.java;1;1;0;190;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/JoinSet.java;1;1;0;403;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/JoinSyntaxes.java;1;0;0;39;0;0;0;0;0;0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Joins.java;1;1;0;77;5;5;5.0;7;7;7.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/LogicalUnion.java;1;6;0;921;20;29;33.333.333.333.333.300;48;13;8.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/MergedResult.java;1;0;0;533;0;0;0;0;0;0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/MySQLDictionary.java;1;3;1;167;29;25;9.666.666.666.666.660;46;44;15.333.333.333.333.300;yes
