@RELATION OPENJPA1TestDataset

@ATTRIBUTE versionname REAL
@ATTRIBUTE #revision REAL
@ATTRIBUTE #fixcommit REAL
@ATTRIBUTE size REAL
@ATTRIBUTE churn REAL
@ATTRIBUTE maxchurn REAL
@ATTRIBUTE avgchurn REAL
@ATTRIBUTE chgsetsize REAL
@ATTRIBUTE maxchgsetsize REAL
@ATTRIBUTE avgchgsetsize REAL
@ATTRIBUTE buggy {no,yes}
@DATA
2,0,0,85,0,0,0,0,0,0,no
2,3,0,187,12,11,4,100,64,33,no
2,0,0,76,0,0,0,0,0,0,no
2,0,0,85,0,0,0,0,0,0,no
2,0,0,72,0,0,0,0,0,0,no
2,0,0,33,0,0,0,0,0,0,no
2,0,0,86,0,0,0,0,0,0,no
2,0,0,46,0,0,0,0,0,0,no
2,0,0,46,0,0,0,0,0,0,no
2,0,0,52,0,0,0,0,0,0,no
2,0,0,44,0,0,0,0,0,0,no
2,0,0,72,0,0,0,0,0,0,no
2,0,0,42,0,0,0,0,0,0,no
2,0,0,41,0,0,0,0,0,0,no
2,0,0,41,0,0,0,0,0,0,no
2,0,0,82,0,0,0,0,0,0,no
2,0,0,33,0,0,0,0,0,0,no
2,0,0,409,0,0,0,0,0,0,no
2,0,0,64,0,0,0,0,0,0,no
2,0,0,49,0,0,0,0,0,0,no
2,0,0,93,0,0,0,0,0,0,no
2,0,0,89,0,0,0,0,0,0,no
2,0,0,60,0,0,0,0,0,0,no
2,0,0,57,0,0,0,0,0,0,no
2,0,0,42,0,0,0,0,0,0,no
2,0,0,42,0,0,0,0,0,0,no
2,0,0,728,0,0,0,0,0,0,no
2,0,0,71,0,0,0,0,0,0,no
2,0,0,69,0,0,0,0,0,0,no
2,0,0,76,0,0,0,0,0,0,no
2,0,0,42,0,0,0,0,0,0,no
2,0,0,42,0,0,0,0,0,0,no
2,0,0,72,0,0,0,0,0,0,no
2,0,0,51,0,0,0,0,0,0,no
2,0,0,80,0,0,0,0,0,0,no
2,0,0,71,0,0,0,0,0,0,no
2,0,0,53,0,0,0,0,0,0,no
2,0,0,53,0,0,0,0,0,0,no
2,0,0,42,0,0,0,0,0,0,no
2,0,0,42,0,0,0,0,0,0,no
2,0,0,41,0,0,0,0,0,0,no
2,0,0,58,0,0,0,0,0,0,no
2,0,0,42,0,0,0,0,0,0,no
2,0,0,63,0,0,0,0,0,0,no
2,0,0,69,0,0,0,0,0,0,no
2,0,0,39,0,0,0,0,0,0,no
2,2,0,45,25,25,12,36,22,18,no
2,0,0,126,0,0,0,0,0,0,no
2,0,0,54,0,0,0,0,0,0,no
2,0,0,49,0,0,0,0,0,0,no
2,0,0,43,0,0,0,0,0,0,no
2,0,0,41,0,0,0,0,0,0,no
2,0,0,62,0,0,0,0,0,0,no
2,0,0,67,0,0,0,0,0,0,no
2,0,0,63,0,0,0,0,0,0,no
2,0,0,39,0,0,0,0,0,0,no
